Company Name,Company Business,Market Value,Annual Revenue,Operating Income,Net Income,Assets,Liabilities
VISTEON CORPORATION,Consumer Cyclical,3494000000,0,0,0,0,0
HILLENBRAND,Industries,2986000000,0,0,0,0,0
SCIENTIFIC GAMES CORPORATION,Consumer Cyclical,3949000000,0,0,0,0,0
INSIGHT ENTERPRISES,Technology,2671000000,0,0,0,0,0
WERNER ENTERPRISES,Industries,2710000000,0,0,0,0,0
BELDEN,Industries,1869000000,0,0,0,0,0
DELEK US HOLDINGS,Energy,1185000000,0,0,0,0,0
ALBANY INTERNATIONAL,Consumer Cyclical,2371000000,0,0,0,0,0
DORMAN PRODUCTS,Consumer Cyclical,2803000000,0,0,0,0,0
LIVEPERSON,Technology,4162000000,0,0,0,0,0
CALIFORNIA WATER SERVICE GROUP,Utilities,2693000000,0,0,0,0,0
HERMAN MILLER,Industries,1991000000,0,0,0,0,0
PREMIER,Healthcare,4285999999,0,0,0,0,0
ESCO TECHNOLOGIES,Technology,2688000000,0,0,0,0,0
EVERTEC,Technology,2826000000,0,0,0,0,0
SVMK,Technology,3634000000,0,0,0,0,0
GOLUB CAPITAL BDC,Financial Services,2365000000,0,0,0,0,0
AMERICAN EAGLE OUTFITTERS,Consumer Cyclical,3335000000,0,0,0,0,0
AMICUS THERAPEUTICS,Healthcare,6017000000,0,0,0,0,0
AVIS BUDGET GROUP,Rent / Lease Services,2599000000,0,0,0,0,0
UNITED COMMUNITY BANKS,Financial Services,2463000000,0,0,0,0,0
SANMINA CORPORATION,Technology,2075000000,0,0,0,0,0
ULTRAGENYX PHARMACEUTICAL,Healthcare,9158000000,0,0,0,0,0
ACUSHNET HOLDINGS,Consumer Cyclical,3012000000,0,0,0,0,0
NEWMARK GROUP,Real Estate,1315000000,0,0,0,0,0
XENIA HOTELS & RESORTS,Real Estate,1729000000,0,0,0,0,0
SAIA,Industries,4729000000,0,0,0,0,0
COLUMBIA PROPERTY TRUST,Real Estate,1641000000,0,0,0,0,0
PLURALSIGHT,Technology,3090000000,0,0,0,0,0
CHART INDUSTRIES,Industries,4248000000,0,0,0,0,0
M.D.C. HOLDINGS,Consumer Cyclical,3153000000,0,0,0,0,0
TENABLE HOLDINGS,Technology,5389000000,0,0,0,0,0
NOBLE MIDSTREAM PARTNERS LP,Energy,941000000,0,0,0,0,0
ENSIGN GROUP,Healthcare,3955000000,0,0,0,0,0
STEELCASE,Industries,1557000000,0,0,0,0,0
WW INTERNATIONAL,Consumer Cyclical,1661000000,0,0,0,0,0
BOTTOMLINE TECHNOLOGIES (DE),Technology,2379000000,0,0,0,0,0
PROSPECT CAPITAL CORPORATION,Financial Services,2059000000,0,0,0,0,0
PQ GROUP HOLDINGS,Basic Materials,1944000000,0,0,0,0,0
KONTOOR BRANDS,Consumer Cyclical,2320000000,0,0,0,0,0
INVESCO MORTGAGE CAPITAL,Real Estate,613000000,0,0,0,0,0
KORN FERRY,Industries,2346000000,0,0,0,0,0
VARONIS SYSTEMS,Technology,5191000000,0,0,0,0,0
EXLSERVICE HOLDINGS,Technology,2878000000,0,0,0,0,0
JELD-WEN HOLDING,Industries,2555000000,0,0,0,0,0
INDEPENDENT BANK GROUP,Financial Services,2697000000,0,0,0,0,0
STEPAN COMPANY,Basic Materials,2680000000,0,0,0,0,0
ALTRA INDUSTRIAL MOTION,Industries,3587000000,0,0,0,0,0
CARPENTER TECHNOLOGY CORPORATION,Industries,1398000000,0,0,0,0,0
MERITAGE HOMES CORPORATION,Real Estate,3115000000,0,0,0,0,0
MEDNAX,Healthcare,2101000000,0,0,0,0,0
HOLLY ENERGY PARTNERS,Energy,1497000000,0,0,0,0,0
WASHINGTON REAL ESTATE INVESTMENT TRUST,Real Estate,1782000000,0,0,0,0,0
GLAUKOS CORPORATION,Healthcare,3384000000,0,0,0,0,0
ROGERS CORPORATION,Technology,2900000000,0,0,0,0,0
TAYLOR MORRISON HOME CORPORATION,Consumer Cyclical,3333000000,0,0,0,0,0
HILLTOP HOLDINGS,Financial Services,2482000000,0,0,0,0,0
CADENCE BANCORPORATION,Financial Services,2069000000,0,0,0,0,0
FIRST MERCHANTS CORPORATION,Financial Services,2029999999,0,0,0,0,0
NUVEEN MUNICIPAL CREDIT INCOME FUND,Financial Services,2291000000,0,0,0,0,0
RELIANCE WORLDWIDE CORPORATION,Industries,2460000000,0,0,0,0,0
ZOGENIX,Healthcare,1099000000,0,0,0,0,0
CLEVELAND-CLIFFS,Basic Materials,6951000000,5354000000,-142000000,-122000000,0,0
PLEXUS,Technology,2254000000,0,0,0,0,0
URBAN EDGE PROPERTIES,Real Estate,1510000000,0,0,0,0,0
NELNET,Financial Services,2731000000,0,0,0,0,0
INTER PARFUMS,Consumer Defensive,1908000000,0,0,0,0,0
WORTHINGTON INDUSTRIES,Basic Materials,2708000000,0,0,0,0,0
LIONS GATE ENTERTAINMENT,Communication Services,2374000000,0,0,0,0,0
NATIONAL BEVERAGE,Consumer Defensive,3960000000,0,0,0,0,0
EHEALTH,Financial Services,1829000000,0,0,0,0,0
SHAKE SHACK,Consumer Cyclical,3528000000,0,0,0,0,0
WSFS FINANCIAL CORPORATION,Financial Services,2262000000,0,0,0,0,0
GREIF,Consumer Cyclical,2304000000,0,0,0,0,0
TOOTSIE ROLL INDUSTRIES,Consumer Defensive,2075000000,0,0,0,0,0
EPIZYME,Healthcare,1103000000,0,0,0,0,0
HERTZ GLOBAL HOLDINGS,Industries,201000000,0,0,0,0,0
ARENA PHARMACEUTICALS,Healthcare,4469000000,0,0,0,0,0
KOSMOS ENERGY,Energy,953000000,0,0,0,0,0
VIRGIN GALACTIC HOLDINGS,Industries,5561000000,0,0,0,0,0
NU SKIN ENTERPRISES,Consumer Defensive,2788000000,0,0,0,0,0
KINSALE CAPITAL GROUP,Financial Services,4538000000,0,0,0,0,0
NORTHWEST NATURAL HOLDING COMPANY,Utilities,1406000000,0,0,0,0,0
NEXTEER AUTOMOTIVE GROUP,Consumer Cyclical,2694000000,0,0,0,0,0
DIAMONDROCK HOSPITALITY COMPANY,Real Estate,1646000000,0,0,0,0,0
CASELLA WASTE SYSTEMS,Industries,3142000000,0,0,0,0,0
SPX CORPORATION,Industries,2442000000,0,0,0,0,0
VERRA MOBILITY CORPORATION,Technology,2178000000,0,0,0,0,0
ACADIA REALTY TRUST,Real Estate,1224000000,0,0,0,0,0
COHEN & STEERS INFRASTRUCTURE FUND,Financial Services,2415000000,0,0,0,0,0
CRESTWOOD EQUITY PARTNERS LP,Energy,1396000000,0,0,0,0,0
PENNYMAC MORTGAGE INVESTMENT TRUST,Real Estate,1738000000,0,0,0,0,0
SYNAPTICS,Technology,3328000000,0,0,0,0,0
NUVEEN MUNICIPAL VALUE FUND,Financial Services,2298000000,0,0,0,0,0
SPROUTS FARMERS MARKET,Consumer Defensive,2371000000,0,0,0,0,0
NMI HOLDINGS,Financial Services,1921000000,0,0,0,0,0
GENWORTH FINANCIAL,Financial Services,1911000000,0,0,0,0,0
ARCOSA,Industries,2651000000,0,0,0,0,0
PROGYNY,Healthcare,3672000000,0,0,0,0,0
TRI POINTE GROUP,Real Estate,2188000000,0,0,0,0,0
EVOQUA WATER TECHNOLOGIES,Industries,3191000000,1444000000,59600000,-8500000,1738000000,1372000000
TRUSTMARK CORPORATION,Financial Services,1732000000,0,0,0,0,0
AMC NETWORKS,Communication Services,1475000000,0,0,0,0,0
EVO PAYMENTS,Technology,1256000000,0,0,0,0,0
WELBILT,Industries,1868000000,0,0,0,0,0
FREDDIE MAC,Financial Services,1525000000,0,0,0,0,0
TURNING POINT THERAPEUTICS,Healthcare,5870000000,0,0,0,0,0
NUVEEN CALIFORNIA QUALITY MUNICIPAL INCOME FUND,Financial Services,2194000000,0,0,0,0,0
BEACON ROOFING SUPPLY,Industries,2789000000,0,0,0,0,0
FLAGSTAR BANCORP,Financial Services,2142999999,0,0,0,0,0
ASBURY AUTOMOTIVE GROUP,Consumer Cyclical,2811000000,0,0,0,0,0
LADDER CAPITAL CORP,Real Estate,1215000000,0,0,0,0,0
WILLSCOT CORPORATION,Industries,5228000000,0,0,0,0,0
FRESHPET,Consumer Defensive,5770000000,0,0,0,0,0
GRAY TELEVISION,Communication Services,1712000000,0,0,0,0,0
MACK-CALI REALTY CORPORATION,Real Estate,1130000000,0,0,0,0,0
SAILPOINT TECHNOLOGIES HOLDINGS,Technology,4840000000,0,0,0,0,0
ASSETMARK FINANCIAL HOLDINGS,Financial Services,1753000000,0,0,0,0,0
BED BATH & BEYOND,Consumer Cyclical,2238000000,0,0,0,0,0
PRICESMART,Consumer Defensive,2800000000,0,0,0,0,0
HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL,Real Estate,4781000000,0,0,0,0,0
TEREX CORPORATION,Industries,2418000000,0,0,0,0,0
SPX FLOW,Industries,2447000000,0,0,0,0,0
CALAMOS STRATEGIC TOTAL RETURN FUND,Financial Services,2447000000,0,0,0,0,0
SALLY BEAUTY HOLDINGS,Consumer Cyclical,1471000000,0,0,0,0,0
DELUXE CORPORATION,Communication Services,1223000000,0,0,0,0,0
MATADOR RESOURCES COMPANY,Energy,1409000000,0,0,0,0,0
INSMED,Healthcare,3391000000,0,0,0,0,0
ALARM.COM HOLDINGS,Technology,5081000000,0,0,0,0,0
SHENANDOAH TELECOMMUNICATIONS COMPANY,Communication Services,2156000000,0,0,0,0,0
GREEN THUMB INDUSTRIES,Healthcare,5023000000,0,0,0,0,0
INSTALLED BUILDING PRODUCTS,Industries,3038000000,0,0,0,0,0
IRONWOOD PHARMACEUTICALS,Healthcare,1824000000,0,0,0,0,0
MERITOR,Consumer Cyclical,2017999999,0,0,0,0,0
HERON THERAPEUTICS,Healthcare,1923000000,0,0,0,0,0
PATTERSON-UTI ENERGY,Energy,986000000,0,0,0,0,0
CORECIVIC,Real Estate,784000000,0,0,0,0,0
COMPASS MINERALS INTERNATIONAL,Basic Materials,2096000000,0,0,0,0,0
COMMVAULT SYSTEMS,Technology,2610000000,0,0,0,0,0
BURFORD CAPITAL,Financial Services,2118000000,0,0,0,0,0
BGC PARTNERS,Financial Services,1450000000,0,0,0,0,0
CAL-MAINE FOODS,Consumer Defensive,1831000000,0,0,0,0,0
FOCUS FINANCIAL PARTNERS,Financial Services,3111000000,0,0,0,0,0
NUVEEN PREFERRED SECURITIES INCOME FUND,Financial Services,1983000000,0,0,0,0,0
AMBARELLA,Technology,3229000000,0,0,0,0,0
PRESTIGE CONSUMER HEALTHCARE,Healthcare,1747000000,0,0,0,0,0
VECTOR GROUP,Consumer Defensive,1786000000,0,0,0,0,0
OTTER TAIL CORPORATION,Utilities,1750000000,0,0,0,0,0
BANCFIRST CORPORATION,Financial Services,1918000000,0,0,0,0,0
SJW GROUP,Utilities,1981000000,0,0,0,0,0
APELLIS PHARMACEUTICALS,Healthcare,4332000000,0,0,0,0,0
TOWNEBANK,Financial Services,1706000000,0,0,0,0,0
RENASANT CORPORATION,Financial Services,1893000000,0,0,0,0,0
CHANGE HEALTHCARE,Healthcare,5678000000,0,0,0,0,0
FORMFACTOR,Technology,3329000000,0,0,0,0,0
COCA-COLA CONSOLIDATED,Consumer Defensive,2496000000,0,0,0,0,0
RETAIL OPPORTUNITY INVESTMENTS,Real Estate,1580000000,0,0,0,0,0
DOUBLELINE INCOME SOLUTIONS FUND,Financial Services,1690000000,0,0,0,0,0
MINERALS TECHNOLOGIES,Basic Materials,2112000000,0,0,0,0,0
BANNER CORPORATION,Financial Services,1640000000,0,0,0,0,0
CALLAWAY GOLF COMPANY,Consumer Cyclical,2261000000,0,0,0,0,0
GEO GROUP,Real Estate,1075000000,0,0,0,0,0
DIVERSIFIED HEALTHCARE TRUST,Real Estate,982000000,0,0,0,0,0
WORKIVA,Technology,4416000000,0,0,0,0,0
PAPA JOHN'S INTERNATIONAL,Consumer Cyclical,2796000000,0,0,0,0,0
SERVISFIRST BANCSHARES,Financial Services,2172000000,0,0,0,0,0
GREAT WESTERN BANCORP,Financial Services,1152000000,0,0,0,0,0
MYRIAD GENETICS,Healthcare,1487000000,0,0,0,0,0
CARDTRONICS,Industries,1570000000,0,0,0,0,0
CUBIC CORPORATION,Industries,1956000000,0,0,0,0,0
WALKER & DUNLOP,Financial Services,2874000000,0,0,0,0,0
ESSENTIAL PROPERTIES REALTY TRUST,Real Estate,2219000000,0,0,0,0,0
KNOWLES CORPORATION,Technology,1690000000,0,0,0,0,0
FASTLY,Technology,9916000000,0,0,0,0,0
REDFIN CORPORATION,Real Estate,7024000000,0,0,0,0,0
FEDERAL SIGNAL CORPORATION,Industries,2008000000,0,0,0,0,0
COVANTA HOLDING CORPORATION,Industries,1733000000,0,0,0,0,0
COEUR MINING,Basic Materials,2523000000,0,0,0,0,0
FORWARD AIR CORPORATION,Industries,2113999999,0,0,0,0,0
KRATOS DEFENSE & SECURITY SOLUTIONS,Industries,3367000000,0,0,0,0,0
CARETRUST REIT,Real Estate,2123000000,0,0,0,0,0
UNITED STATES STEEL CORPORATION,Basic Materials,3696000000,0,0,0,0,0
CAPITOL FEDERAL FINANCIAL,Financial Services,1735000000,0,0,0,0,0
BLOOMIN' BRANDS,Consumer Cyclical,1701000000,0,0,0,0,0
CALLON PETROLEUM COMPANY,Energy,523000000,0,0,0,0,0
PATTERSON COMPANIES,Healthcare,2859000000,0,0,0,0,0
PROASSURANCE CORPORATION,Financial Services,959000000,0,0,0,0,0
SPS COMMERCE,Technology,3834000000,0,0,0,0,0
XENCOR,Healthcare,2507000000,0,0,0,0,0
PING IDENTITY HOLDING,Technology,2323000000,0,0,0,0,0
PACIFIC PREMIER BANCORP,Financial Services,2957000000,0,0,0,0,0
BMC STOCK HOLDINGS,Industries,3612000000,0,0,0,0,0
COLUMBIA FINANCIAL,Financial Services,1753000000,0,0,0,0,0
SAFEHOLD,Real Estate,3848000000,0,0,0,0,0
VICOR CORPORATION,Technology,3991000000,0,0,0,0,0
KARUNA THERAPEUTICS,Healthcare,2723000000,0,0,0,0,0
CHESAPEAKE ENERGY CORPORATION,Energy,15000000,0,0,0,0,0
MUELLER WATER PRODUCTS,Industries,1960000000,0,0,0,0,0
TTEC HOLDINGS,Technology,3408000000,0,0,0,0,0
ATKORE INTERNATIONAL GROUP,Industries,1955000000,0,0,0,0,0
FOUR CORNERS PROPERTY TRUST,Real Estate,2186000000,0,0,0,0,0
PROGRESS SOFTWARE CORPORATION,Technology,2037999999,0,0,0,0,0
JACK IN BOX,Consumer Cyclical,2109000000,0,0,0,0,0
EATON VANCE TAX-MANAGED DIVERSIFIED EQUITY INCOME FUND,Financial Services,1859000000,0,0,0,0,0
PACIRA BIOSCIENCES,Healthcare,2600000000,0,0,0,0,0
ADTALEM GLOBAL EDUCATION,Consumer Defensive,1769000000,0,0,0,0,0
GROUP 1 AUTOMOTIVE,Consumer Cyclical,2402000000,0,0,0,0,0
ONTO INNOVATION,Technology,2322000000,0,0,0,0,0
HOPE BANCORP,Financial Services,1345000000,0,0,0,0,0
NEW YORK MORTGAGE TRUST,Real Estate,1203000000,0,0,0,0,0
BLACKROCK ENHANCED EQUITY DIVIDEND TRUST,Financial Services,1588000000,0,0,0,0,0
EATON VANCE TAX-ADVANTAGED DIVIDEND INCOME FUND,Financial Services,1738000000,0,0,0,0,0
HOSTESS BRANDS,Consumer Defensive,1915000000,0,0,0,0,0
NGL ENERGY PARTNERS LP,Energy,836000000,0,0,0,0,0
REDWOOD TRUST,Real Estate,983000000,0,0,0,0,0
8X8,Technology,3665000000,0,0,0,0,0
BADGER METER,Industries,2739000000,0,0,0,0,0
HEARTLAND FINANCIAL USA,Financial Services,1698000000,0,0,0,0,0
OSI SYSTEMS,Technology,1671000000,0,0,0,0,0
AXOS FINANCIAL,Financial Services,2216000000,0,0,0,0,0
PAGERDUTY,Technology,3417000000,0,0,0,0,0
MAGELLAN HEALTH,Healthcare,2121000000,0,0,0,0,0
PIMCO DYNAMIC INCOME FUND,Financial Services,1752000000,0,0,0,0,0
MCGRATH RENTCORP,Industries,1618000000,0,0,0,0,0
MUELLER INDUSTRIES,Industries,2004000000,0,0,0,0,0
SKYLINE CHAMPION CORPORATION,Consumer Cyclical,1752000000,0,0,0,0,0
TRICIDA,Healthcare,354000000,0,0,0,0,0
BROOKFIELD PROPERTY REIT,Real Estate,585000000,0,0,0,0,0
GLOBAL NET LEASE,Real Estate,1699000000,0,0,0,0,0
WESTAMERICA BANCORPORATION,Financial Services,1486000000,0,0,0,0,0
WINNEBAGO INDUSTRIES,Consumer Cyclical,2011000000,0,0,0,0,0
HARSCO CORPORATION,Industries,1419000000,0,0,0,0,0
O-I GLASS,Consumer Cyclical,1868000000,0,0,0,0,0
GABELLI DIVIDEND & INCOME TRUST,Financial Services,1943000000,0,0,0,0,0
NETSCOUT SYSTEMS,Technology,1987000000,0,0,0,0,0
KAMAN CORPORATION,Industries,1581000000,0,0,0,0,0
IRHYTHM TECHNOLOGIES,Healthcare,6849000000,265100000,-43600000,-43800000,0,0
LIGAND PHARMACEUTICALS,Healthcare,1563000000,0,0,0,0,0
LTC PROPERTIES,Real Estate,1527000000,0,0,0,0,0
EASTERLY GOVERNMENT PROPERTIES,Real Estate,1840000000,0,0,0,0,0
COMFORT SYSTEMS USA,Industries,1917000000,0,0,0,0,0
REAVES UTILITY INCOME FUND,Financial Services,1687000000,0,0,0,0,0
HORACE MANN EDUCATORS CORPORATION,Financial Services,1741000000,0,0,0,0,0
VONAGE HOLDINGS,Communication Services,3197000000,0,0,0,0,0
CAVCO INDUSTRIES,Consumer Cyclical,1612000000,0,0,0,0,0
CHEESECAKE FACTORY,Consumer Cyclical,1685000000,0,0,0,0,0
NORTHWEST BANCSHARES,Financial Services,1628000000,0,0,0,0,0
HEALTHCARE SERVICES GROUP,Healthcare,2091000000,0,0,0,0,0
MASONITE INTERNATIONAL CORPORATION,Industries,2410000000,0,0,0,0,0
KAYNE ANDERSON MLP/MIDSTREAM INVESTMENT COMPANY,Financial Services,727000000,0,0,0,0,0
INSPIRE MEDICAL SYSTEMS,Healthcare,5041000000,0,0,0,0,0
NBT BANCORP,Financial Services,1400000000,0,0,0,0,0
BRIGHTVIEW HOLDINGS,Industries,1586000000,0,0,0,0,0
HUB GROUP,Industries,1947000000,0,0,0,0,0
INTRA-CELLULAR THERAPIES,Healthcare,2549000000,0,0,0,0,0
AMERICAN WOODMARK CORPORATION,Consumer Cyclical,1595000000,0,0,0,0,0
DILLARD'S,Consumer Cyclical,1387000000,0,0,0,0,0
KAISER ALUMINUM CORPORATION,Basic Materials,1564000000,0,0,0,0,0
PJT PARTNERS,Financial Services,2888000000,0,0,0,0,0
MACOM TECHNOLOGY SOLUTIONS HOLDINGS,Technology,3741000000,0,0,0,0,0
DRIL-QUIP,Energy,1040000000,0,0,0,0,0
USA COMPRESSION PARTNERS LP,Energy,1318000000,0,0,0,0,0
FITBIT,Technology,1853000000,0,0,0,0,0
CSG SYSTEMS INTERNATIONAL,Technology,1485000000,0,0,0,0,0
NATIONAL RESEARCH CORPORATION,Healthcare,1082000000,0,0,0,0,0
TELLURIAN,Energy,423000000,0,0,0,0,0
USANA HEALTH SCIENCES,Consumer Defensive,1622000000,0,0,0,0,0
SONOS,Technology,2587000000,0,0,0,0,0
MATSON,Industries,2454000000,0,0,0,0,0
INTERDIGITAL,Communication Services,1869000000,0,0,0,0,0
PIMCO CORPORATE & INCOME OPPORTUNITY FUND,Financial Services,1896000000,0,0,0,0,0
ICF INTERNATIONAL,Industries,1402000000,0,0,0,0,0
CNX RESOURCES CORPORATION,Energy,2425000000,0,0,0,0,0
YEXT,Technology,1922000000,0,0,0,0,0
HEARTLAND EXPRESS,Industries,1462000000,0,0,0,0,0
BLACKROCK MUNICIPAL 2030 TARGET TERM TRUST,Financial Services,1811000000,0,0,0,0,0
EVENTBRITE,Technology,1659000000,0,0,0,0,0
ALEXANDER'S,Real Estate,1417000000,0,0,0,0,0
MERIT MEDICAL SYSTEMS,Healthcare,3083000000,0,0,0,0,0
CARDIOVASCULAR SYSTEMS,Healthcare,1756000000,0,0,0,0,0
PARK NATIONAL CORPORATION,Financial Services,1713000000,0,0,0,0,0
GCP APPLIED TECHNOLOGIES,Basic Materials,1728000000,0,0,0,0,0
COLONY CREDIT REAL ESTATE,Real Estate,964000000,0,0,0,0,0
EDGEWELL PERSONAL CARE COMPANY,Consumer Defensive,1885000000,0,0,0,0,0
ADAMS DIVERSIFIED EQUITY FUND,Financial Services,1879000000,0,0,0,0,0
KITE REALTY GROUP TRUST,Real Estate,1260000000,0,0,0,0,0
RUSH ENTERPRISES,Consumer Cyclical,2223000000,0,0,0,0,0
BROADMARK REALTY CAPITAL,Real Estate,1349000000,0,0,0,0,0
ZUORA,Technology,1660000000,0,0,0,0,0
FORTRESS TRANSPORTATION AND INFRASTRUCTURE INVESTORS LLC,Industries,2009000000,0,0,0,0,0
FRESH DEL MONTE PRODUCE,Consumer Defensive,1140000000,0,0,0,0,0
PRA GROUP,Financial Services,1808000000,0,0,0,0,0
BP MIDSTREAM PARTNERS LP,Energy,1111000000,0,0,0,0,0
ESPERION THERAPEUTICS,Healthcare,725000000,0,0,0,0,0
TALOS ENERGY,Energy,670000000,0,0,0,0,0
SUNRUN,Technology,13705000000,922000000,-465000000,-173300000,0,0
LGI HOMES,Consumer Cyclical,2657000000,0,0,0,0,0
BERKSHIRE HILLS BANCORP,Financial Services,870000000,0,0,0,0,0
GIBRALTAR INDUSTRIES,Industries,2340000000,0,0,0,0,0
CLEAR CHANNEL OUTDOOR HOLDINGS,Communication Services,771000000,0,0,0,0,0
COMSTOCK RESOURCES,Energy,1016000000,0,0,0,0,0
PDC ENERGY,Energy,2045999999,0,0,0,0,0
GREENSKY,Technology,845000000,0,0,0,0,0
CENTRAL GARDEN & PET COMPANY,Consumer Defensive,2021999999,0,0,0,0,0
PROVIDENT FINANCIAL SERVICES,Financial Services,1411000000,0,0,0,0,0
EAGLE BANCORP,Financial Services,1313000000,0,0,0,0,0
COHEN & STEERS QUALITY INCOME REALTY FUND,Financial Services,1665000000,0,0,0,0,0
ARBOR REALTY TRUST,Real Estate,1399000000,0,0,0,0,0
G-III APPAREL GROUP,Consumer Cyclical,1141000000,0,0,0,0,0
TRONOX HOLDINGS,Basic Materials,2099000000,0,0,0,0,0
AVANOS MEDICAL,Healthcare,2195000000,0,0,0,0,0
UNIVERSAL HEALTH REALTY INCOME TRUST,Real Estate,885000000,0,0,0,0,0
RAZER,Technology,2723000000,0,0,0,0,0
GABELLI EQUITY TRUST,Financial Services,1574000000,0,0,0,0,0
BRINKER INTERNATIONAL,Consumer Cyclical,2562000000,0,0,0,0,0
S&T BANCORP,Financial Services,976000000,0,0,0,0,0
CARDLYTICS,Communication Services,3921000000,0,0,0,0,0
CALAVO GROWERS,Consumer Defensive,1228000000,0,0,0,0,0
REALREAL,Consumer Cyclical,1731000000,0,0,0,0,0
TTM TECHNOLOGIES,Technology,1473000000,0,0,0,0,0
UNITI GROUP,Real Estate,2730000000,0,0,0,0,0
HNI CORPORATION,Industries,1472000000,0,0,0,0,0
ARVINAS,Healthcare,4017000000,0,0,0,0,0
BIOTELEMETRY,Healthcare,2473000000,0,0,0,0,0
CORVEL CORPORATION,Financial Services,1897000000,0,0,0,0,0
SCIPLAY CORPORATION,Communication Services,317000000,0,0,0,0,0
RENT-A-CENTER,Industries,2076000000,0,0,0,0,0
ALLSCRIPTS HEALTHCARE SOLUTIONS,Healthcare,2281000000,0,0,0,0,0
CHESAPEAKE UTILITIES CORPORATION,Utilities,1889000000,0,0,0,0,0
MOELIS & COMPANY,Financial Services,2594000000,0,0,0,0,0
HURON CONSULTING GROUP,Industries,1348000000,0,0,0,0,0
OFFICE PROPERTIES INCOME TRUST,Real Estate,1080000000,0,0,0,0,0
GOOSEHEAD INSURANCE,Financial Services,4612000000,0,0,0,0,0
AAR CORP,Industries,1278000000,0,0,0,0,0
SEACOAST BANKING CORPORATION OF FLORIDA,Financial Services,1625000000,0,0,0,0,0
DENALI THERAPEUTICS,Healthcare,9992000000,0,0,0,0,0
ACTUANT CORPORATION,Industries,1353000000,0,0,0,0,0
SIMS METAL MANAGEMENT,Basic Materials,2220000000,0,0,0,0,0
INVITAE CORPORATION,Healthcare,7388000000,0,0,0,0,0
MAXLINEAR,Technology,2832000000,0,0,0,0,0
AMNEAL PHARMACEUTICALS,Healthcare,675000000,0,0,0,0,0
ARCHROCK,Energy,1324000000,0,0,0,0,0
SYKES ENTERPRISES,Technology,1490000000,0,0,0,0,0
CONSTELLATION PHARMACEUTICALS,Healthcare,1370000000,0,0,0,0,0
KRONOS WORLDWIDE,Basic Materials,1723000000,0,0,0,0,0
EATON VANCE DURATION INCOME FUND,Financial Services,1455000000,0,0,0,0,0
STAAR SURGICAL COMPANY,Healthcare,3653000000,0,0,0,0,0
SPRINGWORKS THERAPEUTICS,Healthcare,3537000000,0,0,0,0,0
RAMBUS,Technology,1989000000,0,0,0,0,0
AVAYA HOLDINGS,Technology,1597000000,0,0,0,0,0
OFFICE DEPOT,Consumer Cyclical,1543000000,0,0,0,0,0
COVETRUS,Healthcare,3902000000,0,0,0,0,0
RESIDEO TECHNOLOGIES,Industries,3041000000,0,0,0,0,0
ALEXANDER & BALDWIN,Real Estate,1243000000,0,0,0,0,0
BAKHU HOLDINGS,Healthcare,2521000000,0,0,0,0,0
SHUTTERSTOCK,Communication Services,2597000000,0,0,0,0,0
NIC,Technology,1731000000,0,0,0,0,0
DYCOM INDUSTRIES,Industries,2410000000,0,0,0,0,0
LIBERTY BRAVES GROUP,Communication Services,1275000000,0,0,0,0,0
GUESS',Consumer Cyclical,1439000000,0,0,0,0,0
COMPASS DIVERSIFIED HOLDINGS LLC,Industries,1262000000,0,0,0,0,0
FIRST BUSEY CORPORATION,Financial Services,1175000000,0,0,0,0,0
BANDWIDTH,Technology,3824000000,0,0,0,0,0
AEROVIRONMENT,Industries,2095000000,0,0,0,0,0
PERFICIENT,Technology,1573000000,0,0,0,0,0
GENTHERM,Consumer Cyclical,2132000000,0,0,0,0,0
TPG RE FINANCE TRUST,Real Estate,815000000,0,0,0,0,0
DICERNA PHARMACEUTICALS,Healthcare,1653000000,0,0,0,0,0
TRI-CONTINENTAL CORPORATION,Financial Services,1570000000,0,0,0,0,0
2U,Consumer Defensive,2883000000,0,0,0,0,0
VERITEX HOLDINGS,Financial Services,1274000000,0,0,0,0,0
FIRST NATIONAL OF NEBRASKA,Financial Services,1517000000,0,0,0,0,0
EDITAS MEDICINE,Healthcare,4370000000,0,0,0,0,0
OCEANEERING INTERNATIONAL,Energy,789000000,0,0,0,0,0
ADDUS HOMECARE CORPORATION,Healthcare,1851000000,0,0,0,0,0
MICROSTRATEGY,Technology,3601000000,0,0,0,0,0
CORTEXYME,Healthcare,819000000,0,0,0,0,0
METHODE ELECTRONICS,Technology,1437000000,0,0,0,0,0
ALAMO GROUP,Industries,1639000000,0,0,0,0,0
CBIZ,Industries,1451000000,0,0,0,0,0
INOGEN,Healthcare,988000000,0,0,0,0,0
MEREDITH CORPORATION,Communication Services,875000000,0,0,0,0,0
FATE THERAPEUTICS,Healthcare,8117000000,0,0,0,0,0
HELIX ENERGY SOLUTIONS GROUP,Energy,631000000,0,0,0,0,0
HERCULES CAPITAL,Financial Services,1653000000,0,0,0,0,0
INDUSTRIAL LOGISTICS PROPERTIES TRUST,Real Estate,1521000000,0,0,0,0,0
HELIOS TECHNOLOGIES,Industries,1711000000,0,0,0,0,0
COOPER TIRE & RUBBER COMPANY,Consumer Cyclical,2040000000,0,0,0,0,0
LA-Z-BOY,Consumer Cyclical,1838000000,0,0,0,0,0
INFINERA CORPORATION,Technology,2023000000,0,0,0,0,0
MARCUS & MILLICHAP,Real Estate,1450000000,0,0,0,0,0
